mode,threads,mini_batch_size,outer_iterations,inner_iterations,repetitions,graph_creation_mean,graph_creation_std,exec_time_mean,exec_time_std,gpu_memory_mib
0,1000,100,1,1,10,0.000000,0.000000,0.000340,0.000315,181
0,1000,100,2,1,10,0.000000,0.000000,0.000481,0.000046,181
0,1000,100,3,1,10,0.000000,0.000000,0.000713,0.000047,181
0,1000,100,4,1,10,0.000000,0.000000,0.000939,0.000046,181
0,1000,100,5,1,10,0.000000,0.000000,0.001167,0.000047,181
0,1000,100,6,1,10,0.000000,0.000000,0.001398,0.000048,181
0,1000,100,7,1,10,0.000000,0.000000,0.001630,0.000051,181
0,1000,100,8,1,10,0.000000,0.000000,0.001849,0.000052,181
0,1000,100,9,1,10,0.000000,0.000000,0.002089,0.000054,181
0,1000,100,10,1,10,0.000000,0.000000,0.002279,0.000062,181
0,1000,100,11,1,10,0.000000,0.000000,0.002513,0.000065,181
0,1000,100,12,1,10,0.000000,0.000000,0.002731,0.000065,181
0,1000,100,13,1,10,0.000000,0.000000,0.002947,0.000065,181
0,1000,100,14,1,10,0.000000,0.000000,0.003244,0.000055,181
0,1000,100,15,1,10,0.000000,0.000000,0.003476,0.000055,181
0,1000,100,16,1,10,0.000000,0.000000,0.003683,0.000067,181
0,1000,100,17,1,10,0.000000,0.000000,0.003949,0.000051,181
0,1000,100,18,1,10,0.000000,0.000000,0.004124,0.000066,181
0,1000,100,19,1,10,0.000000,0.000000,0.004332,0.000072,181
0,1000,100,20,1,10,0.000000,0.000000,0.004530,0.000076,181
0,1000,100,21,1,10,0.000000,0.000000,0.004803,0.000104,181
0,1000,100,22,1,10,0.000000,0.000000,0.005051,0.000061,181
0,1000,100,23,1,10,0.000000,0.000000,0.005280,0.000068,181
0,1000,100,24,1,10,0.000000,0.000000,0.005538,0.000080,181
0,1000,100,25,1,10,0.000000,0.000000,0.005782,0.000056,181
0,1000,100,26,1,10,0.000000,0.000000,0.005989,0.000063,181
0,1000,100,27,1,10,0.000000,0.000000,0.006233,0.000060,181
0,1000,100,28,1,10,0.000000,0.000000,0.006499,0.000071,181
0,1000,100,29,1,10,0.000000,0.000000,0.006695,0.000069,181
0,1000,100,30,1,10,0.000000,0.000000,0.006882,0.000067,181
0,1000,100,31,1,10,0.000000,0.000000,0.007132,0.000061,181
0,1000,100,32,1,10,0.000000,0.000000,0.007223,0.000090,181
0,1000,100,33,1,10,0.000000,0.000000,0.007432,0.000089,181
0,1000,100,34,1,10,0.000000,0.000000,0.007662,0.000093,181
0,1000,100,35,1,10,0.000000,0.000000,0.008032,0.000067,181
0,1000,100,36,1,10,0.000000,0.000000,0.008266,0.000067,181
0,1000,100,37,1,10,0.000000,0.000000,0.008325,0.000088,181
0,1000,100,38,1,10,0.000000,0.000000,0.008564,0.000090,181
0,1000,100,39,1,10,0.000000,0.000000,0.008810,0.000088,181
0,1000,100,40,1,10,0.000000,0.000000,0.009114,0.000086,181
0,1000000,100,1,1,10,0.000000,0.000000,0.001064,0.000087,183
0,1000000,100,2,1,10,0.000000,0.000000,0.002103,0.000086,183
0,1000000,100,3,1,10,0.000000,0.000000,0.003129,0.000096,183
0,1000000,100,4,1,10,0.000000,0.000000,0.004158,0.000073,183
0,1000000,100,5,1,10,0.000000,0.000000,0.005373,0.000081,183
0,1000000,100,6,1,10,0.000000,0.000000,0.006427,0.000085,183
0,1000000,100,7,1,10,0.000000,0.000000,0.007499,0.000070,183
0,1000000,100,8,1,10,0.000000,0.000000,0.008563,0.000077,183
0,1000000,100,9,1,10,0.000000,0.000000,0.008918,0.000078,183
0,1000000,100,10,1,10,0.000000,0.000000,0.009931,0.000099,183
0,1000000,100,11,1,10,0.000000,0.000000,0.010920,0.000093,183
0,1000000,100,12,1,10,0.000000,0.000000,0.011902,0.000097,183
0,1000000,100,13,1,10,0.000000,0.000000,0.012890,0.000090,183
0,1000000,100,14,1,10,0.000000,0.000000,0.013889,0.000077,183
0,1000000,100,15,1,10,0.000000,0.000000,0.014908,0.000087,183
0,1000000,100,16,1,10,0.000000,0.000000,0.015927,0.000107,183
0,1000000,100,17,1,10,0.000000,0.000000,0.016928,0.000077,183
0,1000000,100,18,1,10,0.000000,0.000000,0.017931,0.000100,183
0,1000000,100,19,1,10,0.000000,0.000000,0.018933,0.000072,183
0,1000000,100,20,1,10,0.000000,0.000000,0.019950,0.000085,183
0,1000000,100,21,1,10,0.000000,0.000000,0.020970,0.000080,183
0,1000000,100,22,1,10,0.000000,0.000000,0.021967,0.000084,183
0,1000000,100,23,1,10,0.000000,0.000000,0.022976,0.000073,183
0,1000000,100,24,1,10,0.000000,0.000000,0.023978,0.000080,183
0,1000000,100,25,1,10,0.000000,0.000000,0.025001,0.000070,183
0,1000000,100,26,1,10,0.000000,0.000000,0.025980,0.000081,183
0,1000000,100,27,1,10,0.000000,0.000000,0.027007,0.000070,183
0,1000000,100,28,1,10,0.000000,0.000000,0.027998,0.000084,183
0,1000000,100,29,1,10,0.000000,0.000000,0.029029,0.000082,183
0,1000000,100,30,1,10,0.000000,0.000000,0.030034,0.000083,183
0,1000000,100,31,1,10,0.000000,0.000000,0.030996,0.000099,183
0,1000000,100,32,1,10,0.000000,0.000000,0.032052,0.000102,183
0,1000000,100,33,1,10,0.000000,0.000000,0.033059,0.000089,183
0,1000000,100,34,1,10,0.000000,0.000000,0.034072,0.000094,183
0,1000000,100,35,1,10,0.000000,0.000000,0.035082,0.000089,183
0,1000000,100,36,1,10,0.000000,0.000000,0.036092,0.000088,183
0,1000000,100,37,1,10,0.000000,0.000000,0.037096,0.000105,183
0,1000000,100,38,1,10,0.000000,0.000000,0.038043,0.000099,183
0,1000000,100,39,1,10,0.000000,0.000000,0.039057,0.000101,183
0,1000000,100,40,1,10,0.000000,0.000000,0.040114,0.000095,183
0,10000000,100,1,1,10,0.000000,0.000000,0.020620,0.000063,219
0,10000000,100,2,1,10,0.000000,0.000000,0.041202,0.000069,219
0,10000000,100,3,1,10,0.000000,0.000000,0.061792,0.000068,219
0,10000000,100,4,1,10,0.000000,0.000000,0.082375,0.000074,219
0,10000000,100,5,1,10,0.000000,0.000000,0.102977,0.000079,219
0,10000000,100,6,1,10,0.000000,0.000000,0.123562,0.000060,219
0,10000000,100,7,1,10,0.000000,0.000000,0.144159,0.000057,219
0,10000000,100,8,1,10,0.000000,0.000000,0.164743,0.000062,219
0,10000000,100,9,1,10,0.000000,0.000000,0.185338,0.000086,219
0,10000000,100,10,1,10,0.000000,0.000000,0.205912,0.000063,219
0,10000000,100,11,1,10,0.000000,0.000000,0.226511,0.000074,219
0,10000000,100,12,1,10,0.000000,0.000000,0.247118,0.000081,219
0,10000000,100,13,1,10,0.000000,0.000000,0.267687,0.000078,219
0,10000000,100,14,1,10,0.000000,0.000000,0.288259,0.000072,219
0,10000000,100,15,1,10,0.000000,0.000000,0.308861,0.000081,219
0,10000000,100,16,1,10,0.000000,0.000000,0.329439,0.000067,219
0,10000000,100,17,1,10,0.000000,0.000000,0.350060,0.000064,219
0,10000000,100,18,1,10,0.000000,0.000000,0.370649,0.000071,219
0,10000000,100,19,1,10,0.000000,0.000000,0.391224,0.000067,219
0,10000000,100,20,1,10,0.000000,0.000000,0.411847,0.000067,219
0,10000000,100,21,1,10,0.000000,0.000000,0.432400,0.000087,219
0,10000000,100,22,1,10,0.000000,0.000000,0.452965,0.000062,219
0,10000000,100,23,1,10,0.000000,0.000000,0.473593,0.000079,219
0,10000000,100,24,1,10,0.000000,0.000000,0.494191,0.000064,219
0,10000000,100,25,1,10,0.000000,0.000000,0.514812,0.000076,219
0,10000000,100,26,1,10,0.000000,0.000000,0.535398,0.000078,219
0,10000000,100,27,1,10,0.000000,0.000000,0.556007,0.000086,219
0,10000000,100,28,1,10,0.000000,0.000000,0.576582,0.000078,219
0,10000000,100,29,1,10,0.000000,0.000000,0.597158,0.000060,219
0,10000000,100,30,1,10,0.000000,0.000000,0.617765,0.000083,219
0,10000000,100,31,1,10,0.000000,0.000000,0.638316,0.000082,219
0,10000000,100,32,1,10,0.000000,0.000000,0.658959,0.000078,219
0,10000000,100,33,1,10,0.000000,0.000000,0.679522,0.000066,219
0,10000000,100,34,1,10,0.000000,0.000000,0.700113,0.000091,219
0,10000000,100,35,1,10,0.000000,0.000000,0.720707,0.000069,219
0,10000000,100,36,1,10,0.000000,0.000000,0.741328,0.000066,219
0,10000000,100,37,1,10,0.000000,0.000000,0.761897,0.000087,219
0,10000000,100,38,1,10,0.000000,0.000000,0.782467,0.000082,219
0,10000000,100,39,1,10,0.000000,0.000000,0.803057,0.000101,219
0,10000000,100,40,1,10,0.000000,0.000000,0.823658,0.000085,219
