mode,threads,mini_batch_size,outer_iterations,inner_iterations,repetitions,graph_creation_mean,graph_creation_std,exec_time_mean,exec_time_std,gpu_memory_mib
1,1000000,100,32,1,10,0.000219,0.000197,0.032353,0.000108,183
1,1000000,100,33,1,10,0.000219,0.000194,0.033372,0.000096,183
1,1000000,100,34,1,10,0.000220,0.000198,0.034382,0.000107,183
1,1000000,100,35,1,10,0.000220,0.000197,0.035391,0.000110,183
1,1000000,100,36,1,10,0.000220,0.000195,0.036404,0.000123,183
1,1000000,100,37,1,10,0.000218,0.000189,0.037411,0.000132,183
1,1000000,100,38,1,10,0.000205,0.000181,0.038419,0.000131,183
1,1000000,100,39,1,10,0.000229,0.000224,0.039435,0.000124,183
1,1000000,100,40,1,10,0.000219,0.000194,0.040448,0.000146,183
1,10000000,100,1,1,10,0.000216,0.000185,0.020509,0.000005,219
1,10000000,100,2,1,10,0.000215,0.000185,0.041007,0.000009,219
1,10000000,100,3,1,10,0.000218,0.000190,0.061506,0.000013,219
1,10000000,100,4,1,10,0.000203,0.000178,0.082009,0.000017,219
1,10000000,100,5,1,10,0.000217,0.000185,0.102500,0.000021,219
1,10000000,100,6,1,10,0.000221,0.000181,0.123001,0.000019,219
1,10000000,100,7,1,10,0.000208,0.000186,0.143491,0.000028,219
1,10000000,100,8,1,10,0.000204,0.000177,0.163979,0.000026,219
1,10000000,100,9,1,10,0.000230,0.000220,0.184500,0.000033,219
1,10000000,100,10,1,10,0.000203,0.000174,0.205005,0.000040,219
1,10000000,100,11,1,10,0.000205,0.000177,0.225495,0.000020,219
1,10000000,100,12,1,10,0.000217,0.000189,0.245988,0.000035,219
1,10000000,100,13,1,10,0.000203,0.000172,0.266488,0.000037,219
1,10000000,100,14,1,10,0.000204,0.000173,0.286983,0.000022,219
1,10000000,100,15,1,10,0.000204,0.000176,0.307485,0.000032,219
1,10000000,100,16,1,10,0.000206,0.000177,0.327981,0.000022,219
1,10000000,100,17,1,10,0.000205,0.000174,0.348507,0.000028,219
1,10000000,100,18,1,10,0.000206,0.000175,0.368996,0.000030,219
1,10000000,100,19,1,10,0.000214,0.000189,0.389508,0.000045,219
1,10000000,100,20,1,10,0.000221,0.000194,0.409983,0.000026,219
1,10000000,100,21,1,10,0.000203,0.000172,0.430466,0.000027,219
1,10000000,100,22,1,10,0.000206,0.000176,0.450958,0.000036,219
1,10000000,100,23,1,10,0.000214,0.000185,0.471502,0.000026,219
1,10000000,100,24,1,10,0.000209,0.000179,0.492047,0.000038,219
1,10000000,100,25,1,10,0.000210,0.000171,0.512555,0.000019,219
1,10000000,100,26,1,10,0.000214,0.000186,0.532980,0.000030,219
1,10000000,100,27,1,10,0.000224,0.000221,0.553530,0.000036,219
1,10000000,100,28,1,10,0.000207,0.000173,0.573998,0.000044,219
1,10000000,100,29,1,10,0.000221,0.000214,0.594532,0.000032,219
1,10000000,100,30,1,10,0.000214,0.000187,0.615020,0.000040,219
1,10000000,100,31,1,10,0.000207,0.000175,0.635516,0.000038,219
1,10000000,100,32,1,10,0.000204,0.000172,0.656019,0.000039,219
1,10000000,100,33,1,10,0.000210,0.000181,0.676516,0.000033,219
1,10000000,100,34,1,10,0.000209,0.000173,0.697027,0.000048,219
1,10000000,100,35,1,10,0.000207,0.000173,0.717512,0.000022,219
1,10000000,100,36,1,10,0.000220,0.000203,0.738024,0.000047,219
1,10000000,100,37,1,10,0.000209,0.000174,0.758512,0.000048,219
1,10000000,100,38,1,10,0.000226,0.000225,0.779008,0.000035,219
1,10000000,100,39,1,10,0.000209,0.000178,0.799521,0.000033,219
1,10000000,100,40,1,10,0.000208,0.000175,0.820037,0.000038,219
