mode,threads,mini_batch_size,outer_iterations,inner_iterations,repetitions,graph_creation_mean,graph_creation_std,exec_time_mean,exec_time_std,gpu_memory_mib
0,1000,100,1,1,10,0.000000,0.000000,0.000809,0.002006,79
0,1000,100,2,1,10,0.000000,0.000000,0.000290,0.000031,79
0,1000,100,3,1,10,0.000000,0.000000,0.000424,0.000032,79
0,1000,100,4,1,10,0.000000,0.000000,0.000559,0.000033,79
0,1000,100,5,1,10,0.000000,0.000000,0.000691,0.000034,79
0,1000,100,6,1,10,0.000000,0.000000,0.001612,0.000451,79
0,1000,100,7,1,10,0.000000,0.000000,0.000973,0.000026,79
0,1000,100,8,1,10,0.000000,0.000000,0.001101,0.000028,79
0,1000,100,9,1,10,0.000000,0.000000,0.001251,0.000040,79
0,1000,100,10,1,10,0.000000,0.000000,0.002303,0.000754,79
0,1000,100,11,1,10,0.000000,0.000000,0.001511,0.000033,79
0,1000,100,12,1,10,0.000000,0.000000,0.001659,0.000033,79
0,1000,100,13,1,10,0.000000,0.000000,0.001794,0.000030,79
0,1000,100,14,1,10,0.000000,0.000000,0.001936,0.000032,79
0,1000,100,15,1,10,0.000000,0.000000,0.002078,0.000037,79
0,1000,100,16,1,10,0.000000,0.000000,0.002199,0.000025,79
0,1000,100,17,1,10,0.000000,0.000000,0.002309,0.000025,79
0,1000,100,18,1,10,0.000000,0.000000,0.002497,0.000034,79
0,1000,100,19,1,10,0.000000,0.000000,0.003466,0.001194,79
0,1000,100,20,1,10,0.000000,0.000000,0.002741,0.000035,79
0,1000,100,21,1,10,0.000000,0.000000,0.002881,0.000037,79
0,1000,100,22,1,10,0.000000,0.000000,0.003050,0.000037,79
0,1000,100,23,1,10,0.000000,0.000000,0.003145,0.000028,79
0,1000,100,24,1,10,0.000000,0.000000,0.003294,0.000043,79
0,1000,100,25,1,10,0.000000,0.000000,0.003443,0.000048,79
0,1000,100,26,1,10,0.000000,0.000000,0.003621,0.000184,79
0,1000,100,27,1,10,0.000000,0.000000,0.003672,0.000032,79
0,1000,100,28,1,10,0.000000,0.000000,0.003848,0.000043,79
0,1000,100,29,1,10,0.000000,0.000000,0.003596,0.000034,79
0,1000,100,30,1,10,0.000000,0.000000,0.004961,0.001838,79
0,1000,100,31,1,10,0.000000,0.000000,0.003975,0.000036,79
0,1000,100,32,1,10,0.000000,0.000000,0.004126,0.000038,79
0,1000,100,33,1,10,0.000000,0.000000,0.003759,0.000057,79
0,1000,100,34,1,10,0.000000,0.000000,0.003807,0.000035,79
0,1000,100,35,1,10,0.000000,0.000000,0.003899,0.000072,79
0,1000,100,36,1,10,0.000000,0.000000,0.004007,0.000073,79
0,1000,100,37,1,10,0.000000,0.000000,0.004122,0.000066,79
0,1000,100,38,1,10,0.000000,0.000000,0.004152,0.000089,79
0,1000,100,39,1,10,0.000000,0.000000,0.004240,0.000058,79
0,1000,100,40,1,10,0.000000,0.000000,0.004401,0.000085,79
0,1000000,100,1,1,10,0.000000,0.000000,0.005462,0.000041,81
0,1000000,100,2,1,10,0.000000,0.000000,0.010918,0.000038,81
0,1000000,100,3,1,10,0.000000,0.000000,0.016364,0.000042,81
0,1000000,100,4,1,10,0.000000,0.000000,0.021818,0.000044,81
0,1000000,100,5,1,10,0.000000,0.000000,0.027279,0.000101,81
0,1000000,100,6,1,10,0.000000,0.000000,0.032715,0.000049,81
0,1000000,100,7,1,10,0.000000,0.000000,0.038160,0.000051,81
0,1000000,100,8,1,10,0.000000,0.000000,0.043627,0.000114,81
0,1000000,100,9,1,10,0.000000,0.000000,0.049052,0.000038,81
0,1000000,100,10,1,10,0.000000,0.000000,0.054504,0.000048,81
0,1000000,100,11,1,10,0.000000,0.000000,0.059944,0.000039,81
0,1000000,100,12,1,10,0.000000,0.000000,0.065400,0.000048,81
0,1000000,100,13,1,10,0.000000,0.000000,0.070847,0.000046,81
0,1000000,100,14,1,10,0.000000,0.000000,0.076334,0.000104,81
0,1000000,100,15,1,10,0.000000,0.000000,0.081747,0.000045,81
0,1000000,100,16,1,10,0.000000,0.000000,0.087221,0.000055,81
0,1000000,100,17,1,10,0.000000,0.000000,0.092639,0.000046,81
0,1000000,100,18,1,10,0.000000,0.000000,0.098119,0.000055,81
0,1000000,100,19,1,10,0.000000,0.000000,0.103575,0.000104,81
0,1000000,100,20,1,10,0.000000,0.000000,0.109001,0.000056,81
0,1000000,100,21,1,10,0.000000,0.000000,0.114448,0.000041,81
0,1000000,100,22,1,10,0.000000,0.000000,0.119923,0.000048,81
0,1000000,100,23,1,10,0.000000,0.000000,0.125403,0.000033,81
0,1000000,100,24,1,10,0.000000,0.000000,0.130817,0.000046,81
0,1000000,100,25,1,10,0.000000,0.000000,0.136272,0.000032,81
0,1000000,100,26,1,10,0.000000,0.000000,0.141724,0.000052,81
0,1000000,100,27,1,10,0.000000,0.000000,0.147221,0.000115,81
0,1000000,100,28,1,10,0.000000,0.000000,0.152634,0.000035,81
0,1000000,100,29,1,10,0.000000,0.000000,0.158142,0.000093,81
0,1000000,100,30,1,10,0.000000,0.000000,0.163539,0.000052,81
0,1000000,100,31,1,10,0.000000,0.000000,0.169047,0.000095,81
0,1000000,100,32,1,10,0.000000,0.000000,0.174449,0.000053,81
0,1000000,100,33,1,10,0.000000,0.000000,0.179921,0.000047,81
0,1000000,100,34,1,10,0.000000,0.000000,0.185374,0.000029,81
0,1000000,100,35,1,10,0.000000,0.000000,0.190810,0.000092,81
0,1000000,100,36,1,10,0.000000,0.000000,0.196302,0.000055,81
0,1000000,100,37,1,10,0.000000,0.000000,0.201748,0.000036,81
0,1000000,100,38,1,10,0.000000,0.000000,0.207196,0.000057,81
