mode,threads,mini_batch_size,outer_iterations,inner_iterations,repetitions,graph_creation_mean,graph_creation_std,exec_time_mean,exec_time_std,gpu_memory_mib
0,1000,100,1,1,10,0.000000,0.000000,0.000401,0.000075,107
0,1000,100,2,1,10,0.000000,0.000000,0.000570,0.000061,107
0,1000,100,3,1,10,0.000000,0.000000,0.000858,0.000069,107
0,1000,100,4,1,10,0.000000,0.000000,0.001148,0.000082,107
0,1000,100,5,1,10,0.000000,0.000000,0.001425,0.000064,107
0,1000,100,6,1,10,0.000000,0.000000,0.001712,0.000104,107
0,1000,100,7,1,10,0.000000,0.000000,0.001915,0.000090,107
0,1000,100,8,1,10,0.000000,0.000000,0.002316,0.000261,107
0,1000,100,9,1,10,0.000000,0.000000,0.002531,0.000104,107
0,1000,100,10,1,10,0.000000,0.000000,0.002769,0.000096,107
0,1000,100,11,1,10,0.000000,0.000000,0.003263,0.000580,107
0,1000,100,12,1,10,0.000000,0.000000,0.004950,0.000406,107
0,1000,100,13,1,10,0.000000,0.000000,0.004973,0.000104,107
0,1000,100,14,1,10,0.000000,0.000000,0.005396,0.000175,107
0,1000,100,15,1,10,0.000000,0.000000,0.005874,0.000133,107
0,1000,100,16,1,10,0.000000,0.000000,0.004310,0.000142,107
0,1000,100,17,1,10,0.000000,0.000000,0.004725,0.000141,107
0,1000,100,18,1,10,0.000000,0.000000,0.004845,0.000135,107
0,1000,100,19,1,10,0.000000,0.000000,0.005221,0.000206,107
0,1000,100,20,1,10,0.000000,0.000000,0.005440,0.000148,107
0,1000,100,21,1,10,0.000000,0.000000,0.005761,0.000097,107
0,1000,100,22,1,10,0.000000,0.000000,0.006048,0.000213,107
0,1000,100,23,1,10,0.000000,0.000000,0.006395,0.000251,107
0,1000,100,24,1,10,0.000000,0.000000,0.006661,0.000185,107
0,1000,100,25,1,10,0.000000,0.000000,0.006877,0.000182,107
0,1000,100,26,1,10,0.000000,0.000000,0.007009,0.000169,107
0,1000,100,27,1,10,0.000000,0.000000,0.007686,0.000526,107
0,1000,100,28,1,10,0.000000,0.000000,0.007585,0.000131,107
0,1000,100,29,1,10,0.000000,0.000000,0.007974,0.000321,107
0,1000,100,30,1,10,0.000000,0.000000,0.009455,0.001400,107
0,1000,100,31,1,10,0.000000,0.000000,0.008438,0.000140,107
0,1000,100,32,1,10,0.000000,0.000000,0.013223,0.001752,107
0,1000,100,33,1,10,0.000000,0.000000,0.015130,0.002473,107
0,1000,100,34,1,10,0.000000,0.000000,0.014164,0.000827,107
0,1000,100,35,1,10,0.000000,0.000000,0.009490,0.000451,107
0,1000,100,36,1,10,0.000000,0.000000,0.010736,0.001686,107
0,1000,100,37,1,10,0.000000,0.000000,0.010206,0.000507,107
0,1000,100,38,1,10,0.000000,0.000000,0.010504,0.000460,107
0,1000,100,39,1,10,0.000000,0.000000,0.011764,0.001624,107
0,1000,100,40,1,10,0.000000,0.000000,0.011171,0.000337,107
0,1000000,100,1,1,10,0.000000,0.000000,0.001694,0.000051,109
0,1000000,100,2,1,10,0.000000,0.000000,0.003354,0.000059,109
0,1000000,100,3,1,10,0.000000,0.000000,0.005020,0.000055,109
0,1000000,100,4,1,10,0.000000,0.000000,0.006901,0.000419,109
0,1000000,100,5,1,10,0.000000,0.000000,0.008906,0.000692,109
